fire_size;fire_size_class;fire_cause;state;discovery_year;discovery_month;distance_wstation_m;vegetation_type;Temp_pre_30;Temp_pre_15;Temp_pre_7;Temp_contained;Wind_pre_30;Wind_pre_15;Wind_pre_7;Wind_contained;Hum_pre_30;Hum_pre_15;Hum_pre_7;Hum_contained;Prec_pre_30;Prec_pre_15;Prec_pre_7;Prec_contained;remoteness
1;B;Debris Burning;NC;2004;Feb;5.91E+16;15;7499518768;7466733467;6270506912;1.16E+16;330452358;338757515;3516129032;338321608;643126615;6015700483;5.62E+16;6308723404;65.6;28.8;15.4;153.4;0.135758867
3;B;Missing/Undefined;KY;2004;Feb;4.06E+16;0;7380925508;6655741627;7783783784;1221149033;2.84E+16;2.82E+16;2955135135;2.73E+16;6272727273;6077692308;58375;6.51E+15;93.6;22.1;11.7;83.4;0.150101412
5;B;Arson;NC;2004;Feb;1116054682;16;982104728;9459534884;8840954274;1472697522;3.66E+16;3173953488;3.14E+16;3723958821;6428337596;6348456501;5791217565;6574473068;30;18.3;0;71.5;0.095611968
4;B;Debris Burning;MS;2004;Feb;8.50E+15;12;138266535;1409384615;1502608696;1553000987;3237549407;2556387665;3174879227;2639980257;7052364865;6235747664;5958974359;6857783641;171.4;0.6;0;80;0.196873523
1;B;Missing/Undefined;KY;2003;Feb;3473406944;0;6368756219;1146728395;1403108108;137284141;3099001996;2.82E+16;3.03E+16;3960792952;7461679225;6905287356;6894174757;6458203991;117.5;76.4;69.2;118.6;0.193602944
3;B;Railroad;MS;2003;Feb;9.48E+15;12;1.31E+16;1510674847;1517326733;1654453782;2.64E+16;2383196721;2207960199;2982037815;7889583333;7582051282;7194210526;7224657534;441.4;354.5;39.2;268.2;0.196576196
25;C;Campfire;SC;2003;Feb;3883601882;16;1165692308;1409146968;1531336406;1538888889;3.30E+16;3234053498;3150577367;1759722222;7335130971;7223686921;7261805556;6138888889;63.6;29;15;0;0.11865501
1.2;B;Debris Burning;SC;2002;Feb;2.18E+16;16;1210422535;1517897727;1422981366;1955487805;3.00E+16;2.78E+16;2910559006;2.69E+16;6061538462;6519471947;6522147651;6677333333;60.4;20.8;13;37.2;0.124700106
332;E;Missing/Undefined;OK;2001;Feb;2932515561;15;924207765;1051496746;11511;163433923;3.59E+16;3726637555;3120100503;3458971668;6859833135;6509339408;5691666667;6.48E+15;147.4;41.2;2;128.6;0.247154264
37;C;Arson;KY;2000;Feb;5836222097;0;1059609195;8565400844;1022173913;1158340081;2833047736;2.84E+16;2532828283;3070484581;5719142857;6234911243;6622941176;6459598494;52.1;41.8;10.4;93.7;0.14876796
2;B;Railroad;FL;2000;Feb;3.00E+16;12;1980622348;2013483146;2037724551;2082394366;3086704385;3471348315;3835928144;2905774648;692027439;6890560472;7089171975;6601788376;4.5;2.7;0.6;22.2;0.137357535
1;B;Debris Burning;SC;2000;Feb;2295426346;16;1350793651;1253240741;1179234973;1502545455;3267532468;363872549;4396;3.96E+16;6256350365;6515229885;6409883721;5956456456;118.3;106.5;58.2;80.3;0.138860108
1;B;Debris Burning;MO;1999;Feb;3820431691;0;5175070028;5364902507;6461077844;1300841515;4866526611;4.61E+15;355988024;5127068724;639837037;6067065868;6235616438;6607012195;45.4;4;3;60.6;0.230530231
50;C;Arson;NJ;1999;Feb;334838602;0;4.18E+16;5094202899;794921466;1105312883;5717156863;5.87E+15;5685863874;4507607362;6736705577;6938717949;6558100559;6342368046;47.3;27.7;0;67.9;0.07047928
0.6;B;Miscellaneous;GA;1999;Feb;5232493781;16;7.97E+16;9222346369;1209515152;1577829132;2654149086;2.66E+16;2238787879;2537535014;6079675994;5.90E+16;5589240506;6261111111;43.2;21.6;0;11.3;0.159537859
8;B;Arson;LA;1998;Feb;7324852315;12;114915493;1111549296;1325903614;1835511364;3.77E+16;3654366197;3.85E+16;4354119318;6302891933;6330973451;622345679;6758482143;133.8;51.4;0;37.4;0.23532801
5;B;Debris Burning;TX;1998;Feb;4250042716;12;114915493;1111549296;1325903614;1835511364;3.77E+16;3654366197;3.85E+16;4354119318;6302891933;6330973451;622345679;6758482143;133.8;51.4;0;37.4;0.246533018
1;B;Arson;AL;1998;Feb;6674517585;12;1306622517;1178005865;1370046083;1921445783;4090860927;426686217;3452995392;416626506;6901528014;6668045113;7251048951;7603225806;55.7;3;0;5.8;0.189152542
30;C;Arson;AL;1998;Feb;5013738453;12;1319938462;1195505618;1377838983;1917458333;4014871795;388988764;3.47E+16;4521354167;7127340824;7029365079;7778034682;7689084065;291.7;18.3;15.5;36.2;0.191511624
1;B;Arson;KY;1997;Feb;5.40E+16;0;8697961075;7988888889;8487401575;1022596685;3.12E+16;2964403292;2476377953;2985303867;6587383178;6056847545;6534756098;5629334917;267.9;45.8;28.8;79.5;0.148239965
2;B;Miscellaneous;NC;1996;Feb;4395162483;15;9867222222;8.74E+15;8739880952;1438617318;5036717663;5.51E+16;534047619;5013183731;6257464789;6071910112;5673170732;6856073446;89.6;30;23;99.6;0.091737035
1;B;Arson;NC;1996;Feb;2191775598;16;1.09E+16;1007551963;9903349282;1491364629;454349277;4730946882;4763157895;4374563319;6676582278;6193530997;5352317881;7088902148;69.6;23.3;15.3;0.5;0.097955249
1;B;Debris Burning;NC;1996;Feb;3923644163;15;8545862069;7.33E+15;6851243781;1269254237;3910114943;4083333333;4899502488;3680903955;615952381;6125721785;6211299435;6770673077;44.9;2.5;0;26.2;0.108507723
1;B;Campfire;AL;1995;Feb;3335256586;16;1354771151;1636888889;187625;1790597222;3683633842;3275555556;3432142857;3.40E+16;6591089109;5.97E+15;5840993789;6130876217;817;461;257;0;0.174220979
50;C;Arson;TX;2015;Feb;1.38E+16;16;5.37E+15;1.23E+16;1325723473;1779363905;2649305096;1847216495;0.565517241;0.015328467;7869886742;8584842105;8807207207;6931386861;146.7;74.3;35.7;0;0.256224581
0.75;B;Debris Burning;PA;2015;Feb;3902512005;15;-0.580921053;3349928673;2617888563;4.77E+16;2277682686;2539142857;2914076246;2490677966;6777845684;6191907514;5753169014;7077966102;81;36.1;4.9;0.8;0.081590836
48;C;Arson;FL;2015;Feb;784951048;12;2251214953;2260106383;2153818182;2248169014;384059869;3769509595;2175909091;3497630332;7921792035;7631111111;72;7024489796;11.8;3;0;10.4;0.128095457
4682.1;F;Arson;OK;2015;Feb;2659304025;0;8210621521;1454296296;1425813492;15311875;260041744;2126666667;214484127;35525;6454916512;6709074074;6894047619;48209375;29.5;28.7;5.9;0;0.392983236
1.35;B;Miscellaneous;NY;2014;Feb;5118822899;15;1451772152;4236842105;4205263158;7306849315;4.54E+16;505764411;4719473684;5172260274;549391635;5475125628;5553968254;6661795167;38.4;31.5;21.8;169.8;0.052722711
4;B;Railroad;KY;2014;Feb;2.75E+16;0;419377014;8.19E+15;7878461538;1251839207;329924569;4038333333;3641025641;3.62E+16;6454978355;6161666667;6179487179;6331215162;76.5;11.7;10.4;97.9;0.174855496
1;B;Equipment Use;TX;2014;Feb;2280227286;12;1297717746;1510857409;1591357285;1824211754;342892408;3635694315;3.78E+16;3747259953;6496925943;5840354147;5254091816;6288477752;1.2;0.3;0;1.2;0.285407125
0.8;B;Debris Burning;TX;2013;Feb;4028657713;12;1579637681;1820581655;2040742358;1735125881;3325362319;3268008949;3.25E+16;3209173387;6504942966;6963849765;7383628319;7432328106;18.1;13.2;3.8;67.3;0.263974361
2;B;Debris Burning;LA;2013;Feb;1774799021;12;1389576366;159779661;1764700855;161035124;2312040134;2310805085;2185042735;2297727273;669140625;6.81E+15;6980686695;7412732919;50.3;12.5;2.6;63.9;0.229054353
100;D;Miscellaneous;SD;2011;Feb;3306197128;9;-4785448092;2.61E+16;5853719008;3542077922;5296818182;584305835;6.73E+15;6.28E+15;7603744292;7405487805;714562212;7714814815;3.7;3.2;0.8;31.3;0.291265656
22246;G;Debris Burning;GA;2011;Feb;9.64E+15;12;1555705824;1.59E+16;1788854626;2308846154;2.36E+16;2256767677;177753304;5.5;7240959041;6992229039;6.94E+15;5453846154;49.6;27.2;0;0;0.675567632
4035;F;Debris Burning;GA;2011;Feb;2206782575;12;1567546848;161231203;1724566929;23.3;2.95E+16;2717669173;2257086614;6408333333;7230172414;679516129;6703157895;51875;27.2;13.5;0;0;0.681991624
1;B;Debris Burning;AR;2010;Feb;334210412;16;9.58E+15;11909375;9937104072;1754708738;3380510441;381625;3571945701;3.67E+16;669202381;7265658747;7329545455;6341687042;57;42;15;77.7;0.227880531
25;C;Debris Burning;AR;2010;Feb;3423131005;16;9559954494;1.15E+16;8857740586;1715454545;257963595;3.07E+16;2.96E+16;2862424242;7095848161;7398922414;7606329114;6659875776;46.3;36.9;6.6;34.9;0.236641258
4;B;Debris Burning;MN;2010;Feb;3412783072;15;-0.227571116;4117241379;1798;6511949686;2343044907;2736713996;29245;340490566;6941337719;7413414634;6129145729;5376226415;20.3;19.5;1.5;14.7;0.226292497
1.1;B;Debris Burning;MI;2010;Feb;4188887296;9;1531481481;4.6;4214285714;6.76E+16;3525972222;358212963;2859920635;3801205378;6271481481;6343796296;5407738095;5992489569;15.8;15.5;0;25;0.17947157
1.7;B;Missing/Undefined;LA;2009;Feb;4807088317;12;1511118211;1.51E+16;1751182796;1835767045;2.20E+16;1518897638;1.40E+16;2.67E+16;7135676251;7625393701;6578494624;7.16E+15;87.2;84.1;0.3;245.8;0.226675158
1;B;Debris Burning;TX;2009;Feb;1099920883;12;1609599809;1606240602;2055143443;1670837209;4.25E+16;3.97E+16;4522540984;4344883721;5876941401;6791447368;5765163934;5374465116;60.4;60.4;0;28.7;0.279558162
1;B;Debris Burning;OH;2009;Feb;292468312;0;5.91E+15;879736098;8441237113;1040251866;262152679;2010680529;1.59E+16;2865018657;5.36E+16;5627264061;5260714286;6440817285;16.7;6.7;4.6;53.4;0.136208804
1;B;Debris Burning;PA;2009;Feb;2.89E+16;15;2963598326;5097033898;502962963;84231569;3.29E+16;2827021277;2773953488;3.79E+16;5938784067;6064468085;5695348837;6629068577;39.4;23.2;7.6;182.2;0.076388134
1;B;Miscellaneous;TX;2008;Feb;4.03E+16;12;1224684685;1464472656;1560513834;1.76E+16;5094494494;4799023437;6264031621;476440678;6888128773;6974753452;6813438735;7136763237;127.9;97.9;78.5;112.9;0.262651749
50;C;Miscellaneous;TX;2008;Feb;4.51E+16;12;1224684685;1464472656;1560513834;1.76E+16;5094494494;4799023437;6264031621;476440678;6888128773;6974753452;6813438735;7136763237;127.9;97.9;78.5;112.9;0.263212477
2;B;Debris Burning;TX;2008;Feb;1933506033;12;1391108007;1624859813;1694047619;1811252354;3659608209;3.69E+16;4098207171;3.46E+16;6703561387;6455117371;6158565737;7005210801;78;38.9;14;71.2;0.251694511
2;B;Missing/Undefined;MS;2008;Feb;672477754;12;1.31E+16;1618799076;1742512077;1834164619;3.95E+16;3909237875;5.06E+15;367985258;6878942014;6229099307;5963768116;6782432432;75;24.4;19.1;47.8;0.203969194
1;B;Debris Burning;AR;2008;Feb;2.79E+16;16;1001762977;1302191235;1368979592;1510604559;2621547502;2.72E+16;3347755102;2.92E+16;7040255906;6686973948;6570491803;7042233503;213.1;145.6;103.4;163.1;0.23209062
5064;G;Arson;MT;2008;Feb;5.12E+15;15;-1.60E+16;0.471753986;0.012704918;7341666667;2.97E+16;2790660592;2194262295;7.42E+15;7053979239;6638139535;7366382979;32.5;3.9;1.6;1.6;0;0.079137208
5519;G;Debris Burning;MT;2008;Feb;7466234103;15;3675700935;507688172;4256818182;2.31E+16;510293772;5346341463;5408092486;5.16E+15;6296092796;5670985915;5218452381;5544831338;3.9;0.5;0.5;21.2;0
8;B;Debris Burning;FL;2007;Feb;2937359937;12;1551819235;1714101942;1570297619;1822606635;2.26E+16;206092233;2.03E+16;2.94E+16;6238325472;6321234568;5380357143;6223662307;30.7;3;1;16.6;0.165957059
80;C;Debris Burning;SC;2007;Feb;486018077;16;1311879781;1344353877;1276530612;1605630355;3364153005;2742544732;2727040816;3657213317;6380068729;7063811563;627037037;6031435644;63.3;19.9;14.7;94.6;0.11453632
2;B;Missing/Undefined;NC;2007;Feb;2733159999;16;1108542952;1215470643;1079074447;1416442174;2257658707;2.75E+16;2.81E+16;3280901487;6606770521;6861649089;6478732106;6017608594;25.1;15.7;15.7;66.3;0.096558626
2;B;Debris Burning;SC;2007;Feb;2.71E+16;16;1386396292;1463931818;1317566138;1588069196;2867363531;2284703196;1.89E+16;2922544643;6253962704;6785779817;6168108108;6451418842;80.4;12.5;7.4;84.9;0.122854991
1;B;Miscellaneous;MS;2005;Feb;3756547504;12;1178494624;1224719101;1217408907;1380555556;2315521272;263670412;1983805668;1.40E+16;6768770453;6561797753;7665384615;6434722222;91.1;49.5;19.5;0;0.200676314
5;B;Smoking;SC;2005;Feb;1854278267;16;8621349446;9002188184;8404692082;1597299814;4036153072;3958862144;3504985337;3723986959;6387761506;632011236;7167575758;6300242483;79.4;31.7;23.1;58.9;0.116831377
20;C;Arson;OK;2004;Feb;3459083731;0;9664786084;1025730443;1259481038;1328115502;4268;4.05E+16;43036;4363171226;5510494118;5.26E+15;5.25E+16;6025937183;155.8;63.8;0;54;0.250394502
12;C;Debris Burning;OK;2004;Feb;4464513943;0;9664786084;1025730443;1259481038;1328115502;4268;4.05E+16;43036;4363171226;5510494118;5.26E+15;5.25E+16;6025937183;155.8;63.8;0;54;0.250350684
2.17;B;Miscellaneous;GA;2004;Feb;7991661214;16;1051744886;1118604651;1143093923;1466625;3407701564;3.02E+16;310718232;2998;6130248619;538372093;5087179487;5826137841;25.5;6.7;6.7;50.5;0.138420483
10;C;Debris Burning;NC;2004;Feb;6.23E+16;16;1076941176;1093258427;1009722222;1518341121;3.74E+16;3360674157;3433333333;3600935673;6471502591;6126356589;6187845304;6369261214;36.5;4.5;4.5;55.1;0.10693503
5;B;Debris Burning;SC;2004;Feb;3854361109;16;1231786217;1236645963;1140566038;1586078886;3163943662;2699068323;2938679245;2584570766;6170077519;54.1;4796226415;6010230548;63.7;4.4;0;62.6;0.124091266
50.3;C;Debris Burning;NC;2004;Feb;2282885731;15;739518768;6979060665;6159817352;1125678392;3273243503;3380234834;3.72E+16;3419899497;6515514993;62375;5947643979;6258297872;65.6;28.8;17;153.4;0.139659575
1;B;Debris Burning;SC;2004;Feb;1752424944;16;1253302857;128926097;1340343137;1637542662;3387314286;3158660508;3.46E+16;3052104664;5979243119;55;5354455446;5702135231;84.7;20.4;19.8;30.6;0.12789826
40;C;Arson;AR;2004;Feb;5243007745;15;1039365452;1008706468;1203389831;1473173804;394453584;3494776119;3473446328;4.21E+16;6.59E+15;634871134;6398843931;650625;90;14.2;5.8;92.1;0.215532132
26;C;Arson;MS;2003;Feb;4.67E+16;12;1242116869;1543954918;1562387387;1687867299;2890838852;2.69E+16;2.72E+16;321218587;7915315315;73934338;7049647059;6983228002;126.2;88.6;51.3;34.3;0.219684155
7.4;B;Debris Burning;MI;2003;Feb;1180739012;15;-7.25E+16;-171197411;46328125;1983282675;2937421384;278802589;23296875;3694216134;6371043771;6384644195;6866666667;6473040752;12.9;7.3;4.3;24.3;0.184034284
1;B;Debris Burning;AR;2003;Feb;3.44E+16;16;9086102719;1339339339;1416666667;157028169;2606344411;2794594595;2869333333;3.29E+16;7260213144;6836184211;702238806;6025418569;102.1;48.1;38.4;28.1;0.231415434
24;C;Debris Burning;AR;2003;Feb;3.10E+16;16;9395993837;1352012384;1469178082;1632614943;22394453;2553250774;2902739726;3131321839;7555555556;7119081272;69046875;6457054264;128.2;33.3;21.6;11.5;0.224477523
15;C;Missing/Undefined;KY;2003;Feb;3971872821;0;7822379603;1156694444;1461607143;1382718447;2256899004;2.30E+16;2393452381;2649375867;6780365297;6234733894;6635119048;5972909699;52.4;12;7.4;141.2;0.142301244
200;D;Missing/Undefined;KY;2003;Feb;5846306198;0;743997669;1150730479;1400051813;1293038869;2.57E+16;2277078086;2197927461;311130742;7392739726;6829459459;7281395349;6629552716;62.1;11.9;9.9;124.7;0.145559475
3;B;Equipment Use;LA;2002;Feb;1690113226;12;1116214953;1373871636;1455258216;1746170678;3682126168;3779710145;3880751174;2.71E+16;6841071429;7700479616;7743455497;7601097394;85.1;83.7;29;141.4;0.225499853
1;B;Debris Burning;NC;2002;Feb;3.53E+16;16;1244989035;1471351889;1315462185;1868269006;381370614;3.65E+16;3.88E+16;3866900585;7218252934;7718610422;7715625;7423628692;106.6;57.6;4.9;54.6;0.095490947
136;D;Smoking;NC;2002;Feb;2779092958;15;8.21E+15;1045973025;9.45E+15;1563911525;2443314917;2438535645;2.69E+16;2.44E+16;6260699865;7176412776;7648743719;6528493151;32.6;31.8;31;10.9;0.130041023
30;C;Miscellaneous;NC;2002;Feb;5038668681;15;6904424779;1048983666;9950775194;1390887992;3524287119;3349001815;3562403101;299556004;6508676307;7161853448;7555454545;6894520548;151;107.8;63.6;127.6;0.138747574
20;C;Miscellaneous;NC;2001;Feb;3.39E+16;15;1055382883;1192111111;1100599078;1470347395;3508465011;3709375;3982949309;3.64E+16;6.86E+15;6388290398;6762311558;6937917738;135.5;76.4;60.2;44.7;0.093136318
1;B;Debris Burning;NC;2001;Feb;1468576396;15;9635321101;1148507463;1034693878;1597276119;3711655012;3.84E+16;3863265306;3276765083;5790030211;588490566;597615894;5826111908;78.5;66.3;55.4;37.9;0.108126009
1.5;B;Arson;NC;2001;Feb;2.07E+16;15;9635321101;1148507463;1034693878;1597276119;3711655012;3.84E+16;3863265306;3276765083;5790030211;588490566;597615894;5826111908;78.5;66.3;55.4;37.9;0.107938328
1.5;B;Equipment Use;SC;2001;Feb;3.61E+16;16;1216150907;1197086614;1040350877;1596972067;3318955513;3.65E+16;4088738739;3075141243;6483312422;6349753695;6379695431;6159030303;234.8;120.8;51.4;70.3;0.129369132
2;B;Equipment Use;FL;2001;Feb;511759096;12;2037765205;2.06E+16;1976785714;2165778401;3303536068;3.03E+16;3195833333;3766199158;6972815534;7265443425;6924683544;6727719821;21.8;0.9;0.3;11.2;0.138963191
4;B;Arson;AL;2000;Feb;3327213016;16;1450643275;1396570156;13058;1541466083;3498824912;3.84E+16;345879397;3286298343;6465261814;6888557214;6982065217;7184975962;256.6;213.9;81.5;232;0.174623599
4000;F;Debris Burning;SD;2000;Feb;101728826;15;3456962025;1204878049;4162303665;512745098;6406911765;5.83E+15;7378698225;6.91E+15;6164489796;6770124481;6341007194;5561962134;40.7;14.5;1.8;121.2;0.169850919
4.5;B;Arson;AL;2000;Feb;2238645125;16;1470981508;1412356322;1402409639;159180791;219715505;2245689655;2147590361;2070480226;6303625378;6700643087;6752027027;6989795918;152.7;124.9;84.3;160;0.180187888
35;C;Debris Burning;NC;1999;Feb;1.99E+16;16;9957464455;1142170022;1448645833;1735333333;4329620853;4378076063;4053125;4304942529;6235552913;6591891892;6430729167;6695813953;48.4;37.2;16.2;60;0.100035422
1;B;Arson;SC;1999;Feb;6196906028;16;9303308824;1039241379;1461319797;1770294464;3.24E+16;2833103448;2791370558;3403180212;5763683528;6251150895;5804918033;6398616352;22.2;21;6.7;27.8;0.127155945
1;B;Debris Burning;MO;1997;Feb;3967591057;0;9629399586;1143277311;1357983193;1268131868;4079089027;4285294118;4084033613;4793186813;6152272727;5779032258;5556321839;5133333333;153;63;23.7;75.2;0.224789839
5;B;Miscellaneous;OK;1997;Feb;4760790682;15;1078662873;1208215297;1332727273;1419574468;3.42E+16;3771954674;4458181818;3.73E+16;6551235585;6508360129;6546666667;5944358578;14.3;5.4;0.3;22.4;0.255608851
5200;G;Missing/Undefined;NM;1997;Feb;1060919746;0;5.93E+15;1020969529;1319642857;7.03E+15;6117565698;6.06E+15;5.90E+15;6.38E+15;4574515235;3300554017;284702381;5212285714;6;2.5;0;18.6;0.291141353
1;B;Debris Burning;AL;1996;Feb;2325050727;16;1060527778;9.38E+15;9475;143575;4165694444;4.11E+15;4557738095;4097638889;5952437223;5921910112;591097561;65472;203.1;26.8;26.3;111.3;0.179721613
124;D;Debris Burning;AL;1996;Feb;4.97E+16;16;1060527778;9.38E+15;9475;143575;4165694444;4.11E+15;4557738095;4097638889;5952437223;5921910112;591097561;65472;203.1;26.8;26.3;111.3;0.182023432
1;B;Debris Burning;AL;1996;Feb;2.81E+16;16;1060527778;9.38E+15;9475;143575;4165694444;4.11E+15;4557738095;4097638889;5952437223;5921910112;591097561;65472;203.1;26.8;26.3;111.3;0.177042944
25;C;Debris Burning;AL;1996;Feb;3687199717;16;1060527778;9.38E+15;9475;143575;4165694444;4.11E+15;4557738095;4097638889;5952437223;5921910112;591097561;65472;203.1;26.8;26.3;111.3;0.173869582
3;B;Campfire;AL;1996;Feb;7.10E+15;16;1014342723;968161435;8522115385;1461093394;4264470588;3999099099;48375;4406849315;5757783019;5555405405;5696153846;5679676674;22;22;22;74.6;0.184075926
245;D;Arson;IL;1995;Feb;2680720845;0;1023297297;1487392857;1693061224;10795;4.65E+16;4239781022;420915493;4689473684;6188682746;5494160584;5.41E+16;6157894737;75.8;1.5;1.5;0;0.198434542
1;B;Children;NC;1994;Feb;7.92E+16;15;1101067961;1209058172;1282071006;1720277008;4181830791;406565097;3.92E+16;3959279778;5939652677;5490340909;4966871166;6508892128;121.8;27.5;7;93.3;0.09873864
1;B;Debris Burning;TX;2014;Feb;3138404141;12;1094044944;1381367347;1443318584;1672885246;4.56E+16;4575257732;4547511312;5100218579;7048403708;6995867769;6825454545;6815628415;16.5;16.5;16.5;23.1;0.270606846
1;B;Debris Burning;TX;2013;Feb;2.85E+16;12;1.26E+16;1526535627;1749633508;15.22;4.05E+16;4.03E+15;4420418848;4172410256;6065119197;6.13E+16;6107853403;7226824255;36.5;27.5;0.3;116.9;0.249731319
13.5;C;Miscellaneous;SD;2012;Feb;1116766567;15;3765625;1131639344;1247368421;9.67E+15;6945507813;4809289617;511871345;6414215202;5755434783;3351092896;3349122807;5479010856;9.4;1.5;0;49.6;0.326211168
11382;G;Debris Burning;OK;2011;Feb;4759756798;0;9555418994;1.19E+16;1820449438;6667479675;51401566;5144907407;5658426966;4.55;6474465692;6.44E+15;5879775281;6941463415;36.7;21.4;0;0.3;0.382726503
6000;G;Equipment Use;TX;2010;Feb;3932074585;12;9304545455;1.07E+16;9355392157;1704238042;5567918089;581571754;523627451;5.58E+16;5738838269;5170159453;5608333333;5288752784;13.5;9.9;9.9;24.7;0.379916125
11.1;C;Equipment Use;LA;2010;Feb;3154067297;12;1019804687;1236386404;9334710744;1730050633;3.81E+16;4354382826;4.97E+16;383721519;7263173957;7223653846;7310330579;6561578947;85.1;54.5;6.7;67.6;0.238810641
4;B;Missing/Undefined;MS;2010;Feb;3.62E+16;12;1087032609;1343866944;1073565217;1720384205;2.83E+16;315031185;2809130435;2332799145;7235393258;7371428571;7478181818;7161893764;145.7;47.5;34.3;45;0.198629612
1;B;Debris Burning;AR;2010;Feb;2251708212;16;9507328072;1145878661;8546382979;1698299156;2568996618;3.07E+16;2.89E+16;2863691194;7169447709;7422173913;7748497854;6624227441;46.3;36.9;6.6;34.9;0.232329733
0.9;B;Debris Burning;WI;2010;Feb;1211197902;15;-113322884;3390512334;2445502646;8088326848;1443756558;1900571429;1490957447;2.51E+16;7400339367;7783333333;6327567568;5431776913;19.6;19.6;0;20.9;0.215004659
1;B;Miscellaneous;IL;2009;Feb;2036633676;0;6.47E+15;8.86E+15;108352381;9801867816;3.96E+16;3.35E+16;2.78E+16;4.28E+16;686712828;6861594203;6574193548;6.78E+15;21.6;8.6;3.5;77.1;0.205917422
1;B;Campfire;TX;2009;Feb;2350016205;12;1571324627;1631729323;1700981595;1775072532;2698787313;20375;1081186094;2856902199;7408313872;8031514581;744897541;7187576184;76.3;75;4.1;79.8;0.245494327
5;B;Missing/Undefined;LA;2009;Feb;414433659;12;1.28E+16;1276059603;148896;1592990937;3706862745;2774503311;17536;4517220544;7171968191;7659491525;6702083333;703130793;79.3;74.7;0;153.9;0.237632335
34;C;Missing/Undefined;MS;2009;Feb;5.81E+16;12;1400278164;1677808728;1605776892;1651251158;3.00E+16;2.28E+16;1927911647;3.33E+16;5937731959;6347702407;5993975904;6118358832;83.1;71.1;29;293;0.202799634
1;B;Miscellaneous;TX;2009;Feb;1027970814;12;1549185076;1443031161;1922160494;1666438866;3.64E+16;1894234405;2237938144;6606511628;4672981209;5985808893;4764948454;3850162866;7.2;7.2;0;6;0.308385498
21;C;Arson;TN;2009;Feb;1330800718;0;7.07E+15;9.81E+15;1005042017;1422916667;2549238579;2069649805;1193277311;1.95E+16;6939067703;7148780488;6608292683;51.5;101.6;65.1;4.8;0;0.160305672
2;B;Equipment Use;OH;2009;Feb;2425487861;0;5.57E+15;9.62E+15;8892783505;1038712687;2.63E+16;2144034091;1338350515;2778125;5359428571;5674498567;5846638655;6359135744;16.7;6.7;4.6;51.6;0.134789939
38;C;Debris Burning;AR;2009;Feb;3660338075;0;8762250879;1116889952;1225169082;1116768603;3207502931;2.78E+16;2248792271;3513087935;6031025958;5831675393;6048255814;6575174014;8.4;6.1;3.6;78.5;0.224369269
1;B;Equipment Use;GA;2009;Feb;4049060906;16;9795208333;1201309771;1133548387;1.36E+16;1.52E+16;1262370062;0.81733871;1.74E+16;704298441;7334545455;7214423077;7497679325;107.7;42.4;5.1;131.1;0.161700064
8.2;B;Debris Burning;TN;2009;Feb;5080140577;15;8820756757;1087102041;1154215686;176875;3.64E+16;291755102;158872549;3504166667;6963478261;721628866;6403921569;4620833333;58.5;29.8;0.5;0;0.19222015
0.7;B;Miscellaneous;ME;2009;Feb;1283159515;9;-1665498357;0.619059406;0.519047619;4.83E+16;1.89E+16;1731930693;152202381;2077559055;6936766334;6340149626;5949404762;6880887793;53.4;22.1;0.5;124.3;0.022712688
600;E;Arson;OK;2009;Feb;2751573852;16;1180991536;126630485;1.52E+16;2007142857;4819830713;4173210162;3680927835;7.56E+16;5912696493;6436720554;6218556701;5853571429;18.9;18.9;4.6;0;0.259583737
3100;F;Debris Burning;OK;2009;Feb;3.59E+16;16;1180991536;126630485;1.52E+16;2007142857;4819830713;4173210162;3680927835;7.56E+16;5912696493;6436720554;6218556701;5853571429;18.9;18.9;4.6;0;0.433951012
17.2;C;Children;GA;2008;Feb;203170045;16;1107439153;1208511628;1405487179;1394111349;2798201058;2794883721;3425641026;1637044968;6831127983;6457345972;60.6;7163904035;130.5;40.2;29.3;35.2;0.158104045
13;C;Missing/Undefined;MS;2008;Feb;5.94E+15;12;1163272884;1282767176;1591774892;1641419355;3401818182;3599616123;4.70E+16;3012476895;7405919854;694260355;6489565217;7284261975;380.6;39.8;28.6;80.2;0.201750672
424;E;Arson;LA;2008;Feb;146956215;12;1473444444;1549698925;1705990783;1538333333;2.96E+16;3.02E+16;3590322581;4491666667;7755483871;7543820225;7309359606;49625;82.7;22.7;9.2;0;0.209232596
1;B;Children;SC;2007;Feb;8.98E+15;12;1393594421;1479434783;1470765306;1639139896;2668240343;2318478261;2.88E+16;2.71E+16;7074392936;7438444444;6776804124;6772766885;28.6;4.7;2.3;15;0.123966458
16;C;Debris Burning;SC;2007;Feb;3187489548;16;1304471101;1311830986;1.32E+16;1605394897;3.43E+16;2.84E+16;3.19E+16;3.66E+16;6416457143;6959002169;6805238095;6104176904;63.3;19.9;19.3;94.6;0.11437552
1;B;Miscellaneous;TX;2007;Feb;1685178799;0;8.16E+15;1050878378;1284702703;8090997096;5.11E+16;4692099323;4.58;591870155;4954887218;5.78E+16;5163783784;6840886203;0.3;0.3;0;60.3;0.323470514
3.35;B;Arson;GA;2006;Feb;9961792205;16;1199842365;1351267606;1055066079;16327842;1975345168;2332394366;2756387665;1.67E+16;5993688363;5822937626;5544052863;6191795367;208.5;142.3;99.6;121.4;0.16352772
